node_id,pt_root_id,nucleus_id,cell_type,x,y,z
937,864691135778331232,305255,6P-IT,782336.0,880512.0,934040.0
938,864691135476311616,262809,4P,697216.0,656384.0,853000.0
939,864691135646017007,300986,5P-IT,758208.0,713728.0,822640.0
940,864691135546339880,264934,5P-IT,713664.0,706368.0,845320.0
941,864691135868435734,271696,6P-CT,706048.0,965696.0,889200.0
942,864691135808925981,298437,4P,770880.0,655936.0,746760.0
943,864691134886499066,394229,4P,963264.0,615168.0,741160.0
944,864691136085904236,296262,4P,719872.0,605312.0,758120.0
945,864691136110366904,332859,4P,849024.0,700800.0,794400.0
946,864691135741197716,262872,4P,676032.0,690176.0,893400.0
947,864691136010639022,296987,4P,740864.0,622784.0,940320.0
948,864691136619939213,342241,6P-IT,803072.0,961664.0,913920.0
949,864691135948238177,309239,6P-CT,741696.0,999296.0,921840.0
950,864691135702298491,305290,6P-IT,739712.0,892096.0,935640.0
951,864691136125440038,227555,4P,644288.0,648704.0,706960.0
952,864691136954050527,299018,4P,721408.0,700416.0,882240.0
953,864691135470154834,305105,6P-IT,771328.0,852096.0,901520.0
954,864691135518989962,359672,23P,854784.0,473792.0,935280.0
955,864691136445249923,518969,23P,1194048.0,477760.0,975200.0
956,864691135271081125,391336,23P,965248.0,456128.0,965160.0
957,864691134989865338,361751,23P,856256.0,519424.0,974720.0
958,864691135468854156,581093,23P,1326336.0,397696.0,903720.0
959,864691136117695908,456175,4P,1099968.0,565760.0,966080.0
960,864691135347725215,294505,23P,764480.0,537728.0,825960.0
961,864691135782265424,612250,23P,1385344.0,520128.0,774520.0
962,864691135308553030,434406,6P-IT,1020928.0,845056.0,890120.0
963,864691135397982753,459250,5P-IT,1099456.0,684992.0,741880.0
964,864691135779705021,296728,23P,724928.0,578048.0,879840.0
965,864691136445557123,228219,4P,623552.0,675136.0,866480.0
966,864691135476495936,296510,4P,733888.0,620736.0,822880.0
967,864691135760319822,262534,4P,701696.0,664640.0,809120.0
968,864691134949248508,301192,5P-IT,730048.0,731712.0,894600.0
969,864691135640672571,264751,5P-IT,719424.0,711616.0,810920.0
970,864691136489147922,298868,5P-IT,722496.0,702784.0,871280.0
971,864691136210885820,262417,4P,681088.0,691520.0,806280.0
972,864691136010068652,299027,4P,729344.0,689600.0,882640.0
973,864691134949263100,265033,5P-IT,705408.0,728000.0,875840.0
974,864691135360482392,300796,5P-IT,741760.0,708416.0,805920.0
975,864691135585713528,262891,5P-IT,686016.0,689984.0,895840.0
976,864691134941824611,262799,4P,691776.0,694272.0,854800.0
977,864691135324623260,264889,5P-IT,680448.0,721408.0,851680.0
978,864691135339600102,298772,5P-IT,720192.0,697152.0,827360.0
979,864691134966114591,260109,4P,665792.0,604032.0,777600.0
980,864691135662070512,365661,4P,900992.0,654016.0,814320.0
981,864691136664127454,226449,4P,649792.0,637760.0,922800.0
982,864691135890948233,194684,4P,565504.0,701504.0,808680.0
983,864691135396115189,305051,6P-IT,738368.0,888640.0,877520.0
984,864691135347733151,296724,4P,720576.0,619392.0,886080.0
985,864691135955477512,304963,6P-IT,732672.0,882432.0,860080.0
986,864691135465571653,304955,6P-IT,727168.0,874560.0,850880.0
987,864691135388545921,307010,6P-IT,757888.0,906624.0,881720.0
988,864691135742365803,269325,6P-IT,692672.0,871168.0,839440.0
989,864691135465583685,306959,6P-IT,723904.0,906560.0,903160.0
990,864691135384344043,260222,4P,720256.0,618048.0,751400.0
991,864691135490505018,298944,4P,759488.0,653888.0,851120.0
992,864691135368949241,225880,4P,633024.0,595456.0,752480.0
993,864691136924515300,358984,23P,870080.0,455616.0,746560.0
994,864691135489836346,489411,23P,1162048.0,543360.0,989320.0
995,864691135849426270,430233,5P-IT,994368.0,709120.0,782640.0
996,864691135990134784,260740,4P,710208.0,588480.0,887000.0
997,864691136424640047,302975,5P-IT,752960.0,822208.0,826200.0
998,864691134949350652,296681,4P,770880.0,593728.0,856560.0
999,864691134919403530,296615,4P,734400.0,616512.0,849440.0
1000,864691136313406781,260682,4P,670016.0,630272.0,886480.0
1001,864691135941435393,296547,4P,759488.0,612736.0,820560.0
1002,864691135210358137,298934,4P,751552.0,694528.0,860840.0
1003,864691134949221372,224188,23P,644672.0,553216.0,787920.0
1004,864691135211756736,307058,6P-IT,779904.0,949440.0,878080.0
1005,864691135662825456,260450,4P,704128.0,595968.0,812400.0
1006,864691135389195393,262885,4P,680064.0,641344.0,878400.0
1007,864691135877954899,267260,5P-IT,679296.0,776640.0,894360.0
1008,864691135375107272,261949,4P,677504.0,672384.0,711160.0
1009,864691135067181124,304846,5P-IT,726272.0,840448.0,841280.0
1010,864691135755384269,262787,4P,684032.0,693696.0,858480.0
1011,864691135342823877,269320,5P-IT,688576.0,842752.0,836200.0
1012,864691136742470492,264851,5P-ET,720320.0,766720.0,815720.0
1013,864691135398868257,262881,4P,678784.0,676928.0,882160.0
1014,864691136425073455,269402,5P-IT,689920.0,845248.0,872840.0
1015,864691136579434260,269406,6P-IT,698432.0,856128.0,851120.0
1016,864691135274195217,256766,23P,708800.0,458496.0,904600.0
1017,864691135742247787,298800,4P,742400.0,667008.0,830000.0
1018,864691135939049988,296761,4P,746880.0,612224.0,891720.0
1019,864691135430859056,300969,5P-IT,747072.0,715264.0,816200.0
1020,864691135455875690,309561,6P-IT,779968.0,988352.0,976680.0
1021,864691136042688854,307343,6P-CT,780480.0,951680.0,976240.0
1022,864691135727278655,309352,6P-IT,745024.0,1021248.0,943640.0
1023,864691135817419343,269609,6P-CT,701376.0,868480.0,913560.0
1024,864691136579358228,269613,6P-CT,706304.0,873792.0,918200.0
1025,864691135778604640,309526,6P-CT,763520.0,1016768.0,974120.0
1026,864691135787093956,342105,6P-CT,789760.0,955328.0,888960.0
1027,864691135852558279,307221,6P-CT,759936.0,960576.0,962520.0
1028,864691136967985870,307178,6P-CT,728832.0,913280.0,940720.0
1029,864691136725353725,309661,6P-IT,774528.0,1030592.0,1000840.0
1030,864691136021997560,306976,6P-IT,743872.0,955968.0,887840.0
1031,864691135476581440,273837,6P-IT,715584.0,978496.0,896600.0
1032,864691135527713115,306984,6P-IT,749568.0,942592.0,876240.0
1033,864691135993615041,309153,6P-CT,756224.0,973824.0,896600.0
1034,864691136927119946,307049,6P-CT,771008.0,946944.0,894640.0
1035,864691135350420951,269498,6P-CT,699520.0,885760.0,875280.0
1036,864691135083577335,271687,6P-IT,700864.0,914112.0,884400.0
1037,864691135773640699,271690,6P-CT,702464.0,954240.0,889360.0
1038,864691136905458866,305061,6P-CT,752448.0,849600.0,885960.0
1039,864691135503293250,271688,6P-CT,701632.0,940416.0,884320.0
1040,864691135369002233,305184,6P-CT,740416.0,889600.0,904800.0
1041,864691135510846217,305032,6P-CT,728256.0,884352.0,875160.0
1042,864691135447540882,304978,6P-CT,759616.0,849152.0,873360.0
1043,864691135866223998,306977,6P-IT,744768.0,925824.0,885720.0
1044,864691135764062006,307009,6P-CT,755456.0,944640.0,889800.0
1045,864691136010928046,302998,5P-IT,763712.0,788736.0,824800.0
1046,864691135448127572,267188,5P-NP,693504.0,824512.0,864520.0
1047,864691136523472529,301116,5P-IT,763712.0,732864.0,860000.0
1048,864691135398243105,267102,5P-IT,718720.0,805632.0,817040.0
1049,864691135868919318,267163,5P-IT,679552.0,825664.0,866600.0
1050,864691135646292719,267007,5P-IT,676800.0,787712.0,816400.0
1051,864691135716679194,267266,5P-IT,680384.0,825600.0,883240.0
1052,864691136927187786,267197,5P-IT,703872.0,823616.0,871720.0
1053,864691136195652328,266869,5P-IT,694592.0,774080.0,809800.0
1054,864691135324705692,300966,5P-IT,745792.0,708032.0,835160.0
1055,864691136196265704,260562,4P,718656.0,616768.0,818240.0
1056,864691135868684566,269472,5P-IT,680832.0,840448.0,900480.0
1057,864691135469215372,307091,6P-IT,732032.0,906048.0,905200.0
1058,864691136274695358,269488,5P-IT,692416.0,840832.0,897160.0
1059,864691135976425327,269709,6P-IT,700992.0,883776.0,942440.0
1060,864691135477839784,304951,6P-IT,725120.0,892160.0,855960.0
1061,864691135499283987,305173,6P-IT,731840.0,870208.0,921960.0
1062,864691135209715833,305181,6P-IT,736832.0,855872.0,917600.0
1063,864691135868957462,269491,6P-IT,693824.0,854272.0,902400.0
1064,864691136380718037,305059,6P-IT,748096.0,885376.0,888480.0
1065,864691136013161891,306979,6P-IT,744832.0,941120.0,904080.0
1066,864691135477841320,269409,5P-IT,704448.0,851136.0,858320.0
1067,864691135214643256,305138,6P-IT,725248.0,871616.0,930040.0
1068,864691135756630226,234459,5P-IT,623488.0,860544.0,821600.0
1069,864691135764015926,331122,4P,832704.0,624000.0,999720.0
1070,864691135839499155,307135,6P-CT,766848.0,921024.0,919760.0
1071,864691135989177347,274051,6P-CT,708992.0,986240.0,958440.0
1072,864691135777789357,292683,23P,766016.0,507264.0,811240.0
1073,864691136022090744,294496,23P,754048.0,520000.0,829920.0
1074,864691135214611512,273962,6P-IT,716416.0,968832.0,912960.0
1075,864691135756460754,274163,6P-IT,708480.0,984960.0,984280.0
1076,864691136913691121,307222,6P-IT,761728.0,948032.0,952840.0
1077,864691135211926464,262423,4P,685120.0,661120.0,808120.0
1078,864691135503350082,342230,6P-CT,789120.0,964160.0,909160.0
1079,864691135473961522,309388,6P-IT,765632.0,1015040.0,940400.0
1080,864691135294767884,309257,6P-CT,752448.0,1011776.0,921440.0
1081,864691135455819114,296873,4P,734912.0,629824.0,924440.0
1082,864691135405224174,395099,4P,940416.0,597376.0,963880.0
1083,864691135866576604,296727,4P,725184.0,603776.0,891360.0
1084,864691136196202472,258306,23P,697792.0,560768.0,871720.0
1085,864691136299034139,298815,4P,757248.0,681408.0,818160.0
1086,864691135388368001,262929,4P,695872.0,690688.0,901200.0
1087,864691135891467401,303067,5P-IT,746112.0,776000.0,849160.0
1088,864691136424704815,194726,4P,580800.0,681472.0,788160.0
1089,864691135492568551,260769,4P,657728.0,615104.0,907760.0
1090,864691135375767369,267195,5P-IT,703552.0,798592.0,854960.0
1091,864691135464995134,299041,4P,736064.0,692416.0,901080.0
1092,864691136210975676,426555,4P,1002624.0,584192.0,986280.0
1093,864691135569866988,194844,4P,573184.0,682560.0,834800.0
1094,864691136195834070,297074,4P,753856.0,597440.0,969040.0
1095,864691135375361480,304878,5P-IT,759552.0,876672.0,836800.0
1096,864691135619463567,392850,4P,918592.0,562816.0,877440.0
1097,864691135476528704,291464,23P,748736.0,441728.0,955800.0
1098,864691135809663773,307109,6P-CT,746176.0,903296.0,913120.0
1099,864691136239387708,307202,6P-IT,745920.0,930688.0,941080.0
1100,864691136742623580,307056,6P-IT,779264.0,930240.0,879640.0
1101,864691136125840678,306970,6P-CT,736000.0,912320.0,899320.0
1102,864691135503287618,260639,23P,712512.0,588672.0,864360.0
1103,864691135878061395,303164,5P-IT,755328.0,792896.0,904320.0
1104,864691135757040082,296550,4P,764544.0,619648.0,829000.0
1105,864691135183646466,309533,6P-CT,765696.0,980864.0,971800.0
1106,864691135465503813,302972,5P-ET,745088.0,777088.0,816480.0
1107,864691135685087474,256510,23P,676032.0,452160.0,869400.0
1108,864691135124146727,269595,6P-IT,691072.0,863296.0,913280.0
1109,864691136579408916,396676,4P,942208.0,654720.0,832520.0
1110,864691135473954354,305219,6P-IT,756416.0,856256.0,908400.0
1111,864691135773694795,298893,4P,733248.0,684544.0,869840.0
1112,864691135136735001,298806,4P,748544.0,644928.0,822520.0
1113,864691136274655166,260706,23P,690496.0,589632.0,896800.0
1114,864691136125956134,301216,5P-IT,747200.0,731840.0,885360.0
1115,864691136138335101,274050,6P-IT,705792.0,970624.0,964800.0
1116,864691135917047910,271873,6P-IT,698240.0,910592.0,953000.0
1117,864691135577208606,309375,6P-IT,751616.0,971264.0,965840.0
1118,864691135343097029,309205,6P-IT,723136.0,985856.0,934880.0
1119,864691135101824288,273952,6P-IT,707904.0,980352.0,910400.0
1120,864691135592276491,309240,6P-IT,743744.0,1022016.0,924760.0
1121,864691135939209988,309284,6P-IT,775360.0,1012288.0,929320.0
1122,864691135849610334,276555,6P-IT,720832.0,1037312.0,977280.0
1123,864691135917058150,307198,6P-IT,741056.0,942336.0,959400.0
1124,864691136107964377,344446,6P-IT,803328.0,1013696.0,959800.0
1125,864691135562519009,307153,6P-IT,784768.0,906304.0,911840.0
1126,864691135619527311,311752,6P-IT,730752.0,1051008.0,945360.0
1127,864691135849634142,307094,6P-CT,736640.0,941248.0,930480.0
1128,864691135361780551,311867,6P-IT,744832.0,1033664.0,967680.0
1129,864691135592283403,273959,6P-IT,715200.0,1001344.0,905680.0
1130,864691136274712254,307089,6P-IT,731648.0,928448.0,908800.0
1131,864691135842794979,307093,6P-IT,736832.0,952000.0,910280.0
1132,864691135662408944,269601,6P-CT,695808.0,852800.0,914760.0
1133,864691135431088176,311785,6P-IT,754688.0,1050368.0,959360.0
1134,864691135577221406,305199,6P-IT,746624.0,842048.0,913480.0
1135,864691135476769344,309171,6P-IT,773184.0,969856.0,901520.0
1136,864691135503439170,311693,6P-CT,764352.0,1039296.0,928120.0
1137,864691135476793920,344425,6P-CT,786752.0,993472.0,964640.0
1138,864691135583913069,271788,6P-CT,713088.0,955648.0,919560.0
1139,864691135431109168,273964,6P-IT,717696.0,996480.0,917040.0
1140,864691135396312821,309463,6P-CT,729152.0,998912.0,995400.0
1141,864691135388675969,305197,5P-IT,747072.0,857152.0,912440.0
1142,864691135271696549,305222,6P-IT,761280.0,886272.0,912680.0
1143,864691135686055351,305045,6P-IT,733760.0,855552.0,893560.0
1144,864691135480311494,269593,6P-IT,689856.0,887552.0,930120.0
1145,864691135701272610,304989,6P-IT,768960.0,899968.0,858880.0
1146,864691135431089968,305205,6P-IT,744960.0,882944.0,935080.0
1147,864691136041000190,306967,6P-IT,732736.0,928384.0,877520.0
1148,864691135388660865,305036,6P-IT,728832.0,875136.0,902040.0
1149,864691134919529994,269504,6P-CT,705664.0,847488.0,900480.0
1150,864691135212078784,267168,5P-IT,684928.0,778880.0,846360.0
1151,864691135503448898,306886,6P-IT,726720.0,911040.0,868000.0
1152,864691135849640798,296504,4P,729344.0,605568.0,840720.0
1153,864691135476790080,271569,6P-CT,712000.0,921856.0,864400.0
1154,864691135947876644,271899,6P-CT,718976.0,963584.0,943800.0
1155,864691135939462453,307027,6P-IT,761536.0,927936.0,887040.0
1156,864691135456207722,303035,5P-ET,726528.0,775296.0,867440.0
1157,864691136619096795,264997,5P-IT,685312.0,734848.0,882000.0
1158,864691136335553971,292751,23P,764992.0,445632.0,863000.0
1159,864691135868916246,228758,4P,647616.0,672192.0,973040.0
1160,864691136725343485,396528,4P,975808.0,660416.0,777680.0
1161,864691135562474977,264244,4P,684416.0,706496.0,739040.0
1162,864691134886828794,580905,23P,1333504.0,417664.0,802600.0
1163,864691136058023640,271702,6P-CT,718784.0,915968.0,880920.0
1164,864691135741458324,255117,23P,681344.0,439232.0,841360.0
1165,864691136006493898,260604,4P,681024.0,636928.0,862320.0
1166,864691135655894978,260536,4P,701248.0,595392.0,828920.0
1167,864691137055712630,225989,4P,631936.0,604864.0,807640.0
1168,864691135342958789,330815,4P,823296.0,603392.0,938080.0
1169,864691136211371452,298950,4P,763904.0,650880.0,848480.0
1170,864691135396115445,366186,4P,900864.0,644416.0,984760.0
1171,864691136196517452,261049,4P,719616.0,599680.0,973920.0
1172,864691135324725404,300823,5P-IT,755840.0,705728.0,806200.0
1173,864691136195798504,303174,5P-ET,768064.0,809792.0,904880.0
1174,864691136006519498,260742,4P,712384.0,635776.0,887880.0
1175,864691135809568029,394232,4P,964160.0,637760.0,726640.0
1176,864691136905560754,301225,5P-ET,755840.0,737664.0,881360.0
1177,864691135293678006,264822,5P-IT,700736.0,707264.0,842920.0
1178,864691135493031519,300907,5P-IT,729536.0,712576.0,816880.0
1179,864691135448212882,299064,4P,745472.0,686784.0,882120.0
1180,864691136025624889,309216,6P-CT,729856.0,1017408.0,935000.0
1181,864691135343081925,306968,6P-CT,731904.0,966976.0,894520.0
1182,864691135014600950,267454,5P-NP,720064.0,818368.0,911920.0
1183,864691135384404954,305109,5P-NP,778048.0,874496.0,885320.0
1184,864691136392254847,301031,5P-IT,765248.0,770752.0,822240.0
1185,864691135885663600,267203,5P-NP,713216.0,828800.0,858400.0
1186,864691135492991839,264941,5P-IT,719488.0,734336.0,869040.0
1187,864691136195906774,311978,6P-CT,744192.0,1071104.0,1009120.0
1188,864691135619541903,312018,6P-IT,763776.0,1060736.0,1021480.0
1189,864691136392355711,309498,6P-IT,753344.0,1024512.0,970720.0
1190,864691136118346148,309538,6P-IT,770688.0,1016320.0,985440.0
1191,864691136991901845,309418,6P-IT,777152.0,1002752.0,961160.0
1192,864691135183693826,309187,6P-CT,782976.0,966464.0,886240.0
1193,864691136380816597,262777,4P,676672.0,673920.0,845320.0
1194,864691136118337956,260817,4P,692416.0,625856.0,904320.0
1195,864691136118359716,300952,5P-IT,738880.0,760192.0,819960.0
1196,864691135119409885,311979,6P-IT,743296.0,1068288.0,1017120.0
1197,864691136274786494,312041,5P-NP,777664.0,1059776.0,1014120.0
1198,864691136211385020,296642,4P,752832.0,600512.0,866560.0
1199,864691135441799752,292685,23P,772608.0,475904.0,840840.0
1200,864691135952122147,610498,23P,1378816.0,461376.0,791520.0
1201,864691136521831825,560530,5P-IT,1298432.0,711744.0,769240.0
1202,864691135855890478,189149,23P,576320.0,479360.0,961880.0
1203,864691135082864887,524491,5P-IT,1214912.0,665728.0,694840.0
1204,864691135801604706,583961,4P,1347520.0,534464.0,815680.0
1205,864691135779297981,301220,5P-IT,750400.0,723776.0,880040.0
1206,864691136967869902,271699,6P-CT,714816.0,902464.0,886240.0
1207,864691135388828033,305200,6P-IT,746432.0,870144.0,912840.0
1208,864691135350542039,269591,5P-IT,689472.0,839744.0,904880.0
1209,864691135773776459,307129,6P-IT,760832.0,945408.0,926120.0
1210,864691135577135390,307004,6P-CT,754496.0,932672.0,881520.0
1211,864691135503836253,365720,4P,857792.0,664000.0,849000.0
1212,864691135277501669,296687,4P,771520.0,625536.0,873240.0
1213,864691136390474359,294545,23P,731904.0,542912.0,844640.0
1214,864691136380757461,301182,5P-IT,721472.0,737024.0,877680.0
1215,864691136022214648,362756,4P,903488.0,638144.0,711080.0
1216,864691135569902316,426435,4P,1006336.0,604288.0,965760.0
1217,864691135640929595,307144,6P-IT,779712.0,957312.0,918800.0
1218,864691135157619556,194703,4P,569088.0,676416.0,788560.0
1219,864691135124209447,307025,6P-IT,761408.0,907776.0,899880.0
1220,864691136453419007,294584,23P,759552.0,550144.0,847600.0
1221,864691136111478712,255121,23P,689024.0,428288.0,839680.0
1222,864691135587371132,258291,23P,684992.0,550848.0,859720.0
1223,864691135646481135,330839,4P,839232.0,620864.0,956040.0
1224,864691135698016410,426518,4P,988160.0,584384.0,982000.0
1225,864691136275894285,260617,4P,686912.0,639872.0,843520.0
1226,864691135779305405,309512,6P-IT,758016.0,1002944.0,967040.0
1227,864691136067382936,298661,4P,734208.0,679168.0,809640.0
1228,864691135750642473,305110,6P-IT,779456.0,864512.0,888200.0
1229,864691136335689907,363500,4P,871360.0,622464.0,844920.0
1230,864691135941708033,396638,4P,977472.0,650816.0,783440.0
1231,864691135866396798,425861,4P,996032.0,601152.0,786840.0
1232,864691136953677535,363864,4P,900224.0,627776.0,953440.0
1233,864691135339729126,330086,4P,823808.0,575936.0,774720.0
1234,864691135886130288,260697,23P,682624.0,583360.0,891240.0
1235,864691136813937267,292673,23P,757120.0,477504.0,814360.0
1236,864691135309290822,258361,23P,687424.0,551296.0,889560.0
1237,864691136913993713,260799,4P,669760.0,637376.0,913720.0
1238,864691135584008045,296401,4P,748224.0,590464.0,800920.0
1239,864691135405337326,296328,4P,762240.0,626880.0,765120.0
1240,864691136118370724,260802,4P,672384.0,609728.0,932720.0
1241,864691134887026938,263109,4P,674624.0,645376.0,947480.0
1242,864691135339729894,394838,4P,924224.0,630336.0,896160.0
1243,864691135867644805,298945,5P-IT,759424.0,704064.0,864800.0
1244,864691135809954845,298947,4P,761472.0,693696.0,869520.0
1245,864691135493079135,344443,6P-CT,801088.0,968704.0,939160.0
1246,864691135993767617,309273,6P-CT,770240.0,997696.0,919040.0
1247,864691135566657623,309557,6P-CT,777344.0,1014144.0,973720.0
1248,864691135164434989,276438,6P-CT,718592.0,1035072.0,943880.0
1249,864691136968094158,269502,6P-CT,704320.0,883712.0,886080.0
1250,864691136664680926,304975,6P-CT,750720.0,886208.0,848720.0
1251,864691135566649431,306982,6P-CT,747264.0,943424.0,887360.0
1252,864691136177129478,267261,5P-IT,680064.0,781440.0,884320.0
1253,864691135750649129,363488,4P,857984.0,620096.0,855960.0
1254,864691135212086720,346873,6P-CT,792896.0,1036160.0,952200.0
1255,864691135732038329,394472,4P,964992.0,618432.0,807560.0
1256,864691136372630152,344563,6P-IT,808256.0,1013184.0,979600.0
1257,864691136298624539,301003,5P-IT,761792.0,715968.0,840800.0
1258,864691135343499441,304988,6P-CT,768960.0,888000.0,849760.0
1259,864691136177127174,271577,5P-NP,716864.0,917760.0,861680.0
1260,864691136665051614,294493,23P,751680.0,528384.0,822560.0
1261,864691135280481697,301198,5P-IT,736640.0,733248.0,886640.0
1262,864691136390601335,344210,6P-IT,789248.0,969792.0,892640.0
1263,864691135409962953,258348,23P,674368.0,516608.0,888720.0
1264,864691135464928318,256466,23P,716416.0,478720.0,819040.0
1265,864691136336039091,296507,23P,731392.0,575680.0,823720.0
1266,864691136484972332,294822,23P,740160.0,539968.0,904600.0
1267,864691136026254649,296535,4P,753728.0,594944.0,821160.0
1268,864691135448256146,262863,4P,672576.0,652288.0,886240.0
1269,864691135504327861,258208,23P,676928.0,520832.0,821760.0
1270,864691135843236323,262774,4P,673024.0,679360.0,865840.0
1271,864691136381224149,256427,23P,677440.0,449344.0,814280.0
1272,864691136102330485,291112,23P,736448.0,440512.0,815880.0
1273,864691136604001745,256437,23P,686208.0,498112.0,822720.0
1274,864691135866947804,292659,23P,745536.0,478592.0,825240.0
1275,864691136814442867,291341,23P,764928.0,423552.0,897080.0
1276,864691136484948012,291221,23P,772224.0,391296.0,869440.0
1277,864691135976979567,291214,23P,770816.0,434112.0,871160.0
1278,864691136126503206,292889,23P,767552.0,449856.0,876120.0
1279,864691136364362466,258150,23P,706752.0,562560.0,811440.0
1280,864691135817949519,256468,23P,716352.0,478144.0,831240.0
1281,864691135277309669,256371,23P,713664.0,493376.0,806520.0
1282,864691134942169955,224406,23P,616064.0,561024.0,896400.0
1283,864691135928395278,262899,4P,688832.0,673088.0,895320.0
1284,864691135857993774,265135,5P-IT,708480.0,707456.0,914520.0
1285,864691135571192966,264580,5P-IT,672576.0,742976.0,810080.0
1286,864691135447653010,300956,5P-IT,742784.0,743936.0,823560.0
1287,864691135849699166,301083,5P-IT,726848.0,730944.0,864320.0
1288,864691135396485877,342334,6P-IT,792832.0,936128.0,952600.0
1289,864691135853088967,262670,4P,685824.0,685696.0,841720.0
1290,864691135295165196,262804,4P,693376.0,685888.0,844360.0
1291,864691135493624415,262636,4P,674944.0,670720.0,816880.0
1292,864691135124603687,262893,4P,688128.0,640704.0,888040.0
1293,864691136026155577,264924,5P-IT,708096.0,713152.0,860880.0
1294,864691135732557241,299079,4P,764160.0,683456.0,895000.0
1295,864691136239902780,296680,4P,769216.0,630784.0,847640.0
1296,864691136026198585,262868,4P,673600.0,683200.0,881560.0
1297,864691135490483514,262942,4P,704960.0,658432.0,901240.0
1298,864691135102381856,292856,23P,751872.0,497472.0,892240.0
1299,864691135850033758,258299,23P,691456.0,532096.0,870400.0
1300,864691136968542926,292643,23P,728896.0,503872.0,813840.0
1301,864691135405713902,296786,4P,762368.0,599040.0,885320.0
1302,864691135994226881,256595,23P,672704.0,445120.0,901480.0
1303,864691135493620831,292700,23P,720448.0,459712.0,860800.0
1304,864691136620914829,260739,4P,710336.0,608000.0,892680.0
1305,864691135717271834,294446,23P,722944.0,543360.0,817440.0
1306,864691135470787666,294548,23P,735744.0,525120.0,865000.0
1307,864691135464795710,291099,23P,724736.0,434112.0,816640.0
1308,864691135280944545,262772,4P,672640.0,702528.0,846080.0
1309,864691135336847849,256470,23P,716864.0,460544.0,818280.0
1310,864691136314404669,256435,23P,683008.0,468288.0,817960.0
1311,864691136137239691,292861,23P,756416.0,444800.0,874160.0
1312,864691136968529870,258317,23P,710784.0,557632.0,866400.0
1313,864691136196969548,256458,23P,707264.0,444480.0,812600.0
1314,864691135764932662,255289,23P,720192.0,433664.0,903760.0
1315,864691135351096279,264884,4P,675264.0,706624.0,858280.0
1316,864691135389168001,294481,23P,741824.0,538880.0,833080.0
1317,864691135520064650,294661,23P,733632.0,574016.0,878920.0
1318,864691135656578242,292837,23P,738688.0,470400.0,900560.0
1319,864691135214977920,262821,4P,709440.0,660288.0,865920.0
1320,864691136011684526,255125,23P,694848.0,440384.0,820040.0
1321,864691135784960307,256647,23P,707520.0,496960.0,903640.0
1322,864691136968585678,292858,23P,751744.0,473600.0,891560.0
1323,864691136596901026,260596,4P,676160.0,614976.0,844280.0
1324,864691135571515270,260559,4P,715968.0,607488.0,815240.0
1325,864691135954640675,292878,23P,763840.0,503552.0,899600.0
1326,864691136314448701,299157,4P,743296.0,675648.0,928560.0
1327,864691136925094628,298899,4P,734272.0,699456.0,866720.0
1328,864691135493149927,299038,4P,733248.0,700096.0,886400.0
1329,864691135843242211,299023,4P,727040.0,701504.0,893560.0
1330,864691135954680867,298941,4P,756352.0,682112.0,863720.0
1331,864691135478316200,298827,4P,768000.0,677824.0,813080.0
1332,864691135810492189,298938,4P,753344.0,677568.0,851120.0
1333,864691136485007404,298872,4P,728768.0,678336.0,850120.0
1334,864691135184104194,298958,4P,770560.0,676032.0,859720.0
1335,864691136438666398,262677,4P,689728.0,684032.0,819240.0
1336,864691135567059223,298946,4P,761472.0,676480.0,846000.0
1337,864691135955909640,263073,5P-IT,705920.0,705664.0,903960.0
1338,864691135741998484,265055,5P-IT,718656.0,719872.0,893800.0
1339,864691135405733870,301241,5P-IT,768896.0,708992.0,888520.0
1340,864691136927761226,299155,5P-IT,740096.0,705472.0,905160.0
1341,864691135920800688,301102,4P,747712.0,709248.0,857760.0
1342,864691135810466333,301096,4P,740160.0,717120.0,847360.0
1343,864691135015154934,300763,5P-IT,728192.0,712960.0,807440.0
1344,864691135977045871,264781,5P-IT,682752.0,710016.0,834560.0
1345,864691136381301461,262688,4P,696896.0,687424.0,829760.0
1346,864691135726881195,298811,4P,751808.0,675072.0,820680.0
1347,864691136814655859,298942,4P,755904.0,673984.0,863160.0
1348,864691136391027728,262910,4P,691840.0,693120.0,876200.0
1349,864691135757083346,298820,4P,759744.0,680448.0,834680.0
1350,864691135941975974,262707,4P,710464.0,679040.0,823520.0
1351,864691135478400936,299035,4P,732800.0,673536.0,897520.0
1352,864691135478429352,262780,4P,677440.0,668608.0,864240.0
1353,864691135741982868,298788,4P,731584.0,682112.0,832000.0
1354,864691135325071004,255156,23P,685632.0,418752.0,843880.0
1355,864691135773910603,199219,5P-IT,583360.0,784192.0,817000.0
1356,864691136093003700,301240,5P-IT,768320.0,760256.0,891880.0
1357,864691135294190518,294897,23P,721984.0,513856.0,960960.0
1358,864691135686283703,298929,4P,742976.0,657408.0,866080.0
1359,864691136275919117,516621,23P,1195520.0,437312.0,689680.0
1360,864691135852637127,307155,6P-IT,784768.0,929408.0,918560.0
1361,864691135811335116,305067,6P-IT,758464.0,885504.0,888560.0
1362,864691135587532924,399297,5P-IT,950336.0,732224.0,900760.0
1363,864691135490326074,292674,23P,757184.0,443904.0,826040.0
1364,864691135324963484,302955,5P-ET,731456.0,781760.0,832680.0
1365,864691136042982742,256443,23P,692416.0,454976.0,817440.0
1366,864691135885911920,294694,23P,756608.0,571200.0,892440.0
