node_id,pt_root_id,nucleus_id,cell_type,x,y,z
1367,864691136814180211,292826,23P,729600.0,468992.0,890000.0
1368,864691135875460494,305244,6P-CT,776128.0,885888.0,927800.0
1369,864691135732210873,294557,23P,739776.0,530176.0,852280.0
1370,864691135802341986,262687,4P,694784.0,667648.0,822800.0
1371,864691136579629844,301115,5P-IT,763392.0,730816.0,866600.0
1372,864691134966324767,260509,4P,675776.0,612224.0,836960.0
1373,864691135954393891,262958,4P,714432.0,699008.0,897880.0
1374,864691135616048587,365335,4P,890944.0,676480.0,758680.0
1375,864691135802215266,307001,6P-IT,754240.0,956864.0,899920.0
1376,864691135511486985,298873,4P,729344.0,678400.0,865320.0
1377,864691135274830353,264988,5P-IT,678592.0,717952.0,899040.0
1378,864691135701746978,299067,4P,748608.0,685184.0,893720.0
1379,864691135858298670,298912,4P,736960.0,702848.0,849320.0
1380,864691135717386266,260516,23P,685568.0,577472.0,830440.0
1381,864691135779716797,262814,4P,703296.0,665856.0,860960.0
1382,864691136484732972,296879,4P,738496.0,637632.0,929400.0
1383,864691135115049881,453705,23P,1054592.0,476928.0,763040.0
1384,864691135885921648,258388,23P,709248.0,560960.0,882480.0
1385,864691135920571056,262696,4P,704576.0,663424.0,832840.0
1386,864691135587519868,264928,5P-IT,708928.0,725056.0,856560.0
1387,864691135294187190,296806,4P,771520.0,612480.0,902000.0
1388,864691135866427006,267185,5P-IT,690624.0,771136.0,848840.0
1389,864691135760635214,269405,6P-CT,696448.0,889536.0,867280.0
1390,864691135566966807,256537,23P,702784.0,486976.0,847920.0
1391,864691136372759688,269733,5P-NP,719232.0,866688.0,934440.0
1392,864691136814271603,269422,5P-NP,715520.0,887680.0,856600.0
1393,864691136975624220,260689,4P,675008.0,628992.0,897640.0
1394,864691135659566210,260612,4P,687808.0,630272.0,865480.0
1395,864691136453183487,269633,6P-IT,719168.0,862656.0,914560.0
1396,864691136905758130,296800,4P,766912.0,631616.0,904320.0
1397,864691136927566154,263047,4P,695680.0,659072.0,908760.0
1398,864691136675427975,300958,5P-IT,743168.0,724224.0,830240.0
1399,864691135209947769,264987,5P-IT,678784.0,736000.0,888040.0
1400,864691135350717399,301121,5P-IT,766912.0,762880.0,874440.0
1401,864691136211175612,302983,5P-IT,754304.0,816576.0,835280.0
1402,864691135774368763,292575,23P,746112.0,507776.0,809920.0
1403,864691135779377341,296417,4P,758144.0,613248.0,796920.0
1404,864691135360809560,263131,4P,689024.0,646336.0,945640.0
1405,864691135496440208,258231,23P,704000.0,555584.0,818320.0
1406,864691135398892065,292737,23P,751552.0,498048.0,852000.0
1407,864691136275166398,292824,23P,725312.0,478016.0,892840.0
1408,864691135577574430,291120,23P,751744.0,429952.0,835520.0
1409,864691136118771108,301119,5P-IT,768192.0,722624.0,865560.0
1410,864691136011686318,258399,23P,713280.0,525056.0,882520.0
1411,864691136438496158,294375,23P,743744.0,533632.0,806280.0
1412,864691136421279639,292740,23P,751296.0,484160.0,873360.0
1413,864691134919972106,292667,23P,751360.0,456192.0,821760.0
1414,864691136177731846,291345,23P,767168.0,444032.0,895320.0
1415,864691135701629474,292838,23P,737664.0,450816.0,903640.0
1416,864691136138988157,307177,6P-CT,727744.0,926528.0,937800.0
1417,864691135928366606,256610,23P,683456.0,467328.0,886640.0
1418,864691135102353696,255221,23P,712192.0,416192.0,890040.0
1419,864691136137293195,291295,23P,723392.0,427136.0,899800.0
1420,864691135164887853,292637,23P,727168.0,505664.0,827280.0
1421,864691135325263004,294536,23P,722560.0,518080.0,848080.0
1422,864691135015652246,294547,23P,734912.0,516032.0,852160.0
1423,864691135567047191,256552,23P,715904.0,497728.0,853040.0
1424,864691135214986368,294605,23P,770816.0,573440.0,849720.0
1425,864691135577644574,292871,23P,762624.0,487360.0,897160.0
1426,864691135442606920,256472,23P,719360.0,456320.0,830000.0
1427,864691136381353685,258369,23P,693824.0,520832.0,885320.0
1428,864691136034011579,292713,23P,730368.0,490496.0,870720.0
1429,864691134919927050,304972,6P-IT,741248.0,864896.0,854120.0
1430,864691135942120449,271773,6P-IT,699520.0,921152.0,935400.0
1431,864691135014966262,264917,5P-IT,703104.0,736000.0,871640.0
1432,864691136381294805,300965,5P-IT,743232.0,756288.0,843520.0
1433,864691135977801539,394953,4P,920192.0,579392.0,917880.0
1434,864691135212492992,305096,6P-IT,768576.0,888192.0,897400.0
1435,864691135478268840,330852,4P,847936.0,592832.0,952200.0
1436,864691135573315053,305024,6P-CT,725824.0,856384.0,897160.0
1437,864691135778542509,298807,5P-IT,750208.0,699520.0,828400.0
1438,864691135656579010,300978,5P-IT,753792.0,755136.0,817800.0
1439,864691135765006134,260443,4P,701120.0,607616.0,799240.0
1440,864691135115269785,311757,6P-CT,736768.0,1035584.0,937360.0
1441,864691135751110185,260651,4P,720064.0,629248.0,847080.0
1442,864691136111402424,342109,6P-CT,791744.0,914752.0,888000.0
1443,864691135325309084,305355,6P-IT,763584.0,902272.0,953480.0
1444,864691136954028511,329901,4P,810880.0,626816.0,727000.0
1445,864691135866751870,300761,5P-IT,724288.0,762688.0,806760.0
1446,864691136177629702,292747,23P,763776.0,478912.0,855880.0
1447,864691135464671550,256531,23P,693440.0,453952.0,860920.0
1448,864691136111251896,292825,23P,725504.0,502720.0,900840.0
1449,864691136603811281,292711,23P,728320.0,449152.0,843800.0
1450,864691135493051879,294652,23P,729472.0,525952.0,895040.0
1451,864691135375745736,255213,23P,690560.0,411904.0,895160.0
1452,864691135977654851,300984,5P-IT,755840.0,707200.0,841960.0
1453,864691135447994514,292822,23P,723072.0,487872.0,885240.0
1454,864691135540272498,292734,23P,750272.0,452864.0,869280.0
1455,864691135465932357,258166,23P,714880.0,528768.0,810520.0
1456,864691135431591728,307113,6P-IT,747520.0,951296.0,910840.0
1457,864691135779629245,292829,23P,733312.0,461568.0,899200.0
1458,864691135702946683,309170,6P-CT,773376.0,982848.0,900680.0
1459,864691135698211994,296726,23P,723904.0,575552.0,886480.0
1460,864691135570135020,267180,5P-IT,685760.0,787904.0,851160.0
1461,864691135277186789,258209,23P,678912.0,550592.0,820880.0
1462,864691135742664043,258401,23P,716864.0,511168.0,892080.0
1463,864691135573191405,256512,23P,677888.0,463552.0,871520.0
1464,864691136138779517,256456,23P,704448.0,457344.0,830760.0
1465,864691135562798817,294657,23P,732416.0,535040.0,889920.0
1466,864691135362104647,300897,5P-ET,721344.0,758272.0,836840.0
1467,864691135520105354,260623,4P,701248.0,594176.0,843280.0
1468,864691135646778863,309251,6P-IT,748992.0,1000576.0,911480.0
1469,864691135717163802,256522,23P,688064.0,484672.0,856000.0
1470,864691136022520056,303137,5P-ET,732672.0,818304.0,877440.0
1471,864691135340055782,265054,5P-IT,718720.0,736448.0,889720.0
1472,864691135867984005,296517,4P,739456.0,612480.0,822440.0
1473,864691135994134977,298774,4P,723648.0,682944.0,832400.0
1474,864691135196385578,260643,4P,715264.0,589760.0,853600.0
1475,864691135994077377,306975,6P-CT,740544.0,953344.0,901440.0
1476,864691135387513685,260629,4P,703488.0,592448.0,872560.0
1477,864691135646775791,294549,23P,736192.0,538176.0,851640.0
1478,864691134919869706,330175,4P,792512.0,621568.0,792040.0
1479,864691136229186129,256544,23P,707392.0,473344.0,846720.0
1480,864691135210061689,309348,6P-CT,735232.0,1002112.0,944960.0
1481,864691135778954848,260552,4P,709632.0,631872.0,840080.0
1482,864691135499707667,296914,4P,758080.0,616576.0,911360.0
1483,864691135742756203,258363,23P,689216.0,556032.0,875760.0
1484,864691135592830731,333154,4P,803648.0,643328.0,891760.0
1485,864691135990701056,260556,4P,713664.0,626560.0,838720.0
1486,864691135727799359,262887,4P,684160.0,672384.0,901040.0
1487,864691136053465587,294502,23P,761728.0,556480.0,830400.0
1488,864691135764631862,294579,23P,756288.0,568064.0,853480.0
1489,864691136091532855,294489,23P,747392.0,520512.0,840480.0
1490,864691135102434592,294768,23P,771648.0,539520.0,884760.0
1491,864691136390788215,257894,23P,659840.0,553280.0,757720.0
1492,864691136620636045,294453,23P,725760.0,521728.0,827800.0
1493,864691135774053371,258375,23P,701312.0,511744.0,896000.0
1494,864691135939477508,256652,23P,712768.0,505280.0,884080.0
1495,864691135060727707,255219,23P,708928.0,430784.0,891680.0
1496,864691135448698196,299070,5P-IT,749376.0,701696.0,878640.0
1497,864691135343818161,292655,23P,743488.0,497280.0,818520.0
1498,864691135387535957,294670,23P,749568.0,560768.0,878160.0
1499,864691135866910428,307190,6P-CT,733440.0,947328.0,954360.0
1500,864691136118686884,296531,4P,748352.0,619648.0,835440.0
1501,864691135546902056,256761,23P,705216.0,498560.0,921800.0
1502,864691136177632518,304958,6P-IT,729536.0,887936.0,865200.0
1503,864691135518173395,262726,4P,719680.0,668416.0,836960.0
1504,864691135465955397,260649,4P,717824.0,598336.0,846480.0
1505,864691135294361782,258232,23P,705088.0,535168.0,819440.0
1506,864691135764583990,292676,23P,760384.0,485952.0,827480.0
1507,864691135511316745,256650,23P,713088.0,468864.0,889360.0
1508,864691137056393846,260548,4P,709440.0,602112.0,830120.0
1509,864691136138583677,256461,23P,709504.0,493632.0,830560.0
1510,864691135742609771,300982,5P-IT,757120.0,767680.0,833520.0
1511,864691135562780385,291304,23P,730432.0,440576.0,881160.0
1512,864691135060651419,256550,23P,713792.0,479872.0,856880.0
1513,864691135727790911,294570,23P,747776.0,567936.0,855960.0
1514,864691135867965317,300931,5P-IT,735168.0,716672.0,823560.0
1515,864691136118667428,292732,23P,749120.0,475392.0,870200.0
1516,864691136312150874,256620,23P,697472.0,480960.0,897080.0
1517,864691134966495519,258250,23P,719040.0,518976.0,820040.0
1518,864691135732318393,256530,23P,690496.0,447936.0,873320.0
1519,864691135325487004,296598,4P,721472.0,610688.0,852840.0
1520,864691135309628742,301029,5P-IT,768960.0,741760.0,839880.0
1521,864691136013367715,330066,4P,814976.0,599424.0,777480.0
1522,864691135431616048,267033,5P-ET,698368.0,826432.0,830720.0
1523,864691136953873631,264870,5P-IT,659328.0,711424.0,848320.0
1524,864691135215023416,298795,4P,735104.0,662016.0,841800.0
1525,864691136034181307,296602,4P,723328.0,621696.0,860880.0
1526,864691136145574196,256657,23P,714240.0,476928.0,884560.0
1527,864691135347633055,256615,23P,694848.0,505856.0,899120.0
1528,864691135886132080,262936,5P-IT,700224.0,702144.0,882960.0
1529,864691136034084795,258590,23P,702912.0,545984.0,954000.0
1530,864691135164772653,255217,23P,701120.0,428736.0,877600.0
1531,864691135280682401,296779,4P,754368.0,630400.0,877040.0
1532,864691135405626862,292842,23P,742208.0,470976.0,874800.0
1533,864691136664950750,291335,23P,758592.0,435264.0,875280.0
1534,864691135619756943,258322,23P,719360.0,531904.0,853680.0
1535,864691135210134905,294667,23P,744192.0,513344.0,901120.0
1536,864691135686442423,273958,6P-CT,712064.0,967744.0,931600.0
1537,864691135860969064,396772,4P,956992.0,661312.0,847600.0
1538,864691135695057855,262895,4P,684032.0,705280.0,886520.0
1539,864691136111294648,298824,4P,760512.0,670720.0,822600.0
1540,864691135750958889,296503,4P,727424.0,624384.0,839440.0
1541,864691136111294392,296665,4P,762752.0,631424.0,844640.0
1542,864691135387558997,256535,23P,699584.0,495552.0,853680.0
1543,864691135659857026,309416,6P-IT,776704.0,979136.0,952880.0
1544,864691135409859785,301236,5P-IT,764416.0,733248.0,884040.0
1545,864691135977666883,267194,5P-ET,701056.0,793024.0,871040.0
1546,864691135295103500,226662,4P,641664.0,617472.0,987320.0
1547,864691135258509487,296613,23P,730624.0,578048.0,847360.0
1548,864691135774179147,256444,23P,694400.0,491328.0,828760.0
1549,864691135686414775,517993,23P,1194624.0,506112.0,716200.0
1550,864691136108378073,296386,4P,735296.0,617024.0,810840.0
1551,864691135928151310,344423,6P-CT,787008.0,1001664.0,935880.0
1552,864691135695042751,269511,6P-IT,715264.0,842112.0,892880.0
1553,864691135102151968,294543,23P,728704.0,557632.0,871320.0
1554,864691136111478968,304974,6P-CT,748160.0,863936.0,844480.0
1555,864691136086630764,296315,4P,747328.0,597440.0,768440.0
1556,864691136299026971,256654,23P,713536.0,475712.0,875360.0
1557,864691135570301676,262813,4P,701760.0,684928.0,862280.0
1558,864691135689417440,301189,5P-IT,724928.0,725248.0,875000.0
1559,864691135409937097,291111,23P,735808.0,441792.0,837360.0
1560,864691136139027581,264900,5P-IT,691008.0,721536.0,855880.0
1561,864691136675875719,192139,4P,581888.0,604608.0,749800.0
1562,864691135584625773,260745,4P,714688.0,593024.0,893800.0
1563,864691135587758716,294465,23P,734336.0,544576.0,816880.0
1564,864691135662774512,260433,4P,700096.0,604160.0,809960.0
1565,864691135448130450,258229,23P,703552.0,542144.0,832240.0
1566,864691135214931072,262198,4P,657280.0,677760.0,759400.0
1567,864691135134945184,298122,4P,742144.0,655424.0,707840.0
1568,864691135015605910,294776,23P,775744.0,568832.0,887040.0
1569,864691135466283333,397167,4P,964928.0,661312.0,964760.0
1570,864691135977010031,262652,5P-IT,682560.0,697792.0,829880.0
1571,864691136091634487,258224,23P,695232.0,509952.0,838600.0
1572,864691135577617694,292682,23P,766592.0,491328.0,828920.0
1573,864691136041575422,296628,4P,742272.0,595648.0,850880.0
1574,864691135493546591,296739,4P,733440.0,600320.0,881880.0
1575,864691135779049568,307122,6P-IT,749568.0,944960.0,935720.0
1576,864691135858273326,228180,4P,596032.0,694272.0,861160.0
1577,864691135939925813,309267,6P-CT,762880.0,1010240.0,908960.0
1578,864691137199765313,264994,5P-IT,679680.0,730496.0,904840.0
1579,864691135504168285,298809,4P,750912.0,646080.0,837360.0
1580,864691135892176009,269251,5P-ET,712640.0,893376.0,808640.0
1581,864691135272069285,305198,5P-ET,746880.0,852864.0,926400.0
1582,864691136058745048,299068,4P,749120.0,650176.0,881680.0
1583,864691135384843738,300975,5P-IT,751616.0,711168.0,827280.0
1584,864691135741780116,258285,23P,680320.0,539392.0,850120.0
1585,864691136043508822,258241,23P,706880.0,525824.0,830840.0
1586,864691135570303724,262806,4P,692544.0,640128.0,873280.0
1587,864691135196576298,264888,5P-IT,679424.0,725312.0,856840.0
1588,864691135577749022,256606,23P,679872.0,473024.0,876760.0
1589,864691135732578745,328395,23P,796160.0,573504.0,885320.0
1590,864691136314473021,335092,5P-IT,811520.0,742784.0,780800.0
1591,864691135618505065,369392,5P-ET,858432.0,782912.0,732720.0
1592,864691135258563503,296578,4P,783552.0,630656.0,828840.0
1593,864691135102390816,302973,5P-IT,744704.0,781056.0,841200.0
1594,864691135431648048,262786,4P,683520.0,671808.0,848800.0
1595,864691134942468707,292833,23P,737856.0,488128.0,882280.0
1596,864691135573327085,296551,23P,766400.0,582912.0,827480.0
1597,864691135738969220,292646,23P,730112.0,469376.0,815160.0
1598,864691135886221168,153534,23P,517248.0,472384.0,891680.0
1599,864691134950156796,292684,23P,768128.0,448896.0,829840.0
1600,864691135955877896,292901,23P,771264.0,488384.0,887600.0
1601,864691136364308962,292647,23P,731008.0,451648.0,818120.0
1602,864691136579969300,256367,23P,707968.0,479168.0,806840.0
1603,864691135496381840,256597,23P,674304.0,485504.0,887280.0
1604,864691135210387321,256532,23P,693248.0,464832.0,872400.0
1605,864691135695146943,294546,23P,732288.0,541632.0,871280.0
1606,864691136118805668,267287,5P-IT,691904.0,818496.0,889960.0
1607,864691135886208112,294534,23P,720640.0,550656.0,866760.0
1608,864691136954019039,296618,4P,736256.0,593088.0,864720.0
1609,864691135325413788,299253,4P,731456.0,669888.0,961040.0
1610,864691136927732810,294378,23P,745280.0,560960.0,809640.0
1611,864691136914414321,294539,23P,724864.0,538496.0,850640.0
1612,864691135839950227,256449,23P,696960.0,455296.0,839680.0
1613,864691135124538151,266839,5P-ET,675968.0,815360.0,808440.0
1614,864691135325426076,307147,6P-IT,782976.0,942912.0,918440.0
1615,864691135994235841,264918,5P-IT,704256.0,751104.0,852880.0
1616,864691135954582563,305070,5P-ET,761408.0,870784.0,877640.0
1617,864691135215254584,228156,4P,650176.0,669824.0,825760.0
1618,864691135135019168,294535,23P,721280.0,552832.0,854320.0
1619,864691135853198023,269350,5P-ET,713856.0,852032.0,836320.0
1620,864691137199828801,230236,5P-IT,651392.0,738240.0,792360.0
1621,864691135942163201,267207,5P-IT,717824.0,771840.0,863120.0
1622,864691135741910164,267272,5P-IT,683456.0,818240.0,876000.0
1623,864691135774389755,267294,5P-ET,701504.0,814912.0,889560.0
1624,864691135739004292,307270,6P-CT,731968.0,947712.0,969880.0
1625,864691136034464443,265008,5P-IT,693632.0,730176.0,900080.0
1626,864691135102351392,262797,4P,687424.0,686720.0,872960.0
1627,864691135717275162,361200,4P,862400.0,570624.0,794800.0
1628,864691135656674242,265077,5P-IT,660288.0,762880.0,907960.0
1629,864691135861093992,292881,23P,765248.0,486144.0,875840.0
1630,864691135928376590,292736,23P,751552.0,486272.0,864120.0
1631,864691135164887085,256651,23P,712576.0,444672.0,900120.0
1632,864691136391024144,294561,23P,741888.0,523520.0,860840.0
1633,864691135577651230,256341,23P,703104.0,504192.0,797200.0
1634,864691134991010426,294449,23P,724096.0,535808.0,825720.0
1635,864691135756075981,264935,5P-ET,717888.0,751040.0,858720.0
1636,864691136108462553,260746,4P,715392.0,616448.0,879840.0
1637,864691134887444730,267008,5P-ET,676864.0,785664.0,832800.0
1638,864691135756148685,303032,5P-ET,724736.0,778240.0,844480.0
1639,864691135774294603,267299,5P-ET,705408.0,831424.0,897600.0
1640,864691136336179123,223029,23P,599552.0,485504.0,959120.0
1641,864691134887460346,394316,4P,958208.0,580736.0,768560.0
1642,864691135764946742,307077,6P-IT,726656.0,920320.0,921800.0
1643,864691135584629613,256423,23P,676160.0,476480.0,833560.0
1644,864691136314485053,303086,5P-NP,752704.0,771200.0,868760.0
1645,864691136196979020,303090,5P-IT,758080.0,775872.0,867360.0
1646,864691136331214058,294673,23P,751680.0,511296.0,881280.0
1647,864691134887444986,292832,23P,736832.0,456896.0,876560.0
1648,864691136373008520,258489,23P,712000.0,529728.0,914480.0
1649,864691136392785279,296509,4P,732224.0,597952.0,835760.0
1650,864691136086632812,292890,23P,768704.0,483776.0,894160.0
1651,864691135929072340,302968,5P-IT,738048.0,794112.0,840440.0
1652,864691135739587697,258316,23P,710720.0,565184.0,858560.0
1653,864691135448303762,256436,23P,685440.0,471488.0,826560.0
1654,864691135757092306,294444,23P,721536.0,570560.0,836640.0
1655,864691136288604355,256546,23P,707392.0,489472.0,866840.0
1656,864691136108410329,292719,23P,737856.0,485696.0,860800.0
1657,864691135480892614,264989,5P-IT,679040.0,710784.0,887640.0
1658,864691136043380566,292648,23P,730880.0,456512.0,829760.0
1659,864691135810473245,296612,4P,730368.0,602112.0,868880.0
1660,864691135779049056,267319,5P-ET,719104.0,795520.0,898000.0
1661,864691135492749415,291311,23P,737280.0,434496.0,898720.0
1662,864691136453384959,292899,23P,769280.0,506304.0,881160.0
1663,864691136524172689,256516,23P,684096.0,501888.0,871200.0
1664,864691135466236229,296731,4P,727360.0,637120.0,887280.0
1665,864691135351022807,255258,23P,685888.0,434880.0,905200.0
1666,864691134942472035,256465,23P,715584.0,500864.0,834560.0
1667,864691134991032954,262926,4P,695552.0,665216.0,884640.0
1668,864691136620797837,259950,4P,716096.0,632896.0,714680.0
1669,864691135741874836,291318,23P,740992.0,436992.0,882880.0
1670,864691136381325781,300902,5P-IT,726208.0,754048.0,816880.0
1671,864691135727961663,363583,4P,914304.0,608832.0,846800.0
1672,864691136954023903,188913,23P,535424.0,459584.0,897000.0
1673,864691136438529438,292664,23P,747648.0,501120.0,836760.0
1674,864691135309733190,286913,23P,727168.0,371008.0,885000.0
1675,864691136438585502,361263,23P,904704.0,514176.0,808440.0
1676,864691135732518585,292718,23P,736512.0,493632.0,864160.0
1677,864691135584646253,258403,23P,716480.0,555392.0,902800.0
1678,864691135309722950,291348,23P,771584.0,440832.0,886960.0
1679,864691136336107187,301106,5P-IT,757888.0,756096.0,865480.0
1680,864691135504315317,455492,4P,1070272.0,562944.0,766040.0
1681,864691135861182824,304992,6P-IT,771584.0,887616.0,868040.0
1682,864691136425681967,265037,5P-IT,712064.0,746176.0,898080.0
1683,864691136013554851,262549,4P,705728.0,696192.0,810400.0
1684,864691135274816017,260743,4P,709824.0,594368.0,903880.0
1685,864691136314457149,299075,5P-IT,758912.0,704512.0,881280.0
1686,864691136927688266,294562,23P,740928.0,556736.0,860360.0
1687,864691136381346005,298803,4P,744128.0,677248.0,817560.0
1688,864691135717457946,299091,4P,771136.0,677056.0,895200.0
1689,864691135717457178,299088,4P,769152.0,655808.0,882320.0
1690,864691135742097044,299076,4P,762048.0,656320.0,896800.0
1691,864691136229363025,298789,4P,731712.0,659648.0,829080.0
1692,864691135728030015,298714,4P,770304.0,659904.0,812240.0
1693,864691136453442303,299083,4P,765376.0,663040.0,875320.0
1694,864691136058895576,298951,4P,764352.0,673600.0,853960.0
1695,864691135295330828,298790,4P,733504.0,677824.0,817120.0
1696,864691135396940021,262937,4P,702336.0,671616.0,899680.0
1697,864691136968773070,298953,4P,765504.0,658624.0,868480.0
1698,864691135939949365,262932,4P,698368.0,673792.0,878960.0
1699,864691135547082280,230644,4P,597824.0,718336.0,919160.0
1700,864691135398925345,256440,23P,689536.0,481792.0,840000.0
1701,864691136314491965,258372,23P,697984.0,532544.0,900760.0
1702,864691135685620210,260713,4P,696512.0,621184.0,890480.0
1703,864691136524297617,296546,4P,760128.0,630592.0,832440.0
1704,864691135955962888,266848,5P-IT,683584.0,801216.0,809880.0
1705,864691135778572973,395167,4P,919616.0,592704.0,981840.0
1706,864691136331247338,294691,23P,755264.0,519360.0,878240.0
1707,864691135783308368,296785,4P,760384.0,595328.0,898680.0
1708,864691135703164283,299034,4P,731072.0,661312.0,899520.0
1709,864691136177778950,256548,23P,711040.0,457408.0,860400.0
1710,864691136010651052,291161,23P,737536.0,435584.0,870200.0
1711,864691135493686111,258301,23P,694528.0,535104.0,859080.0
1712,864691135504081986,255214,23P,695040.0,430976.0,883600.0
1713,864691134887552506,256536,23P,700736.0,449280.0,871160.0
1714,864691135465098653,307065,6P-CT,784192.0,955840.0,883200.0
1715,864691135474504498,262654,4P,682240.0,647680.0,817720.0
1716,864691135215381304,296519,4P,740544.0,616448.0,839120.0
1717,864691135562975969,256664,23P,715584.0,477824.0,895800.0
1718,864691136268801268,292577,23P,751168.0,445824.0,809560.0
1719,864691136011768494,262892,4P,685056.0,655424.0,875560.0
1720,864691135499964947,301100,5P-IT,746880.0,727040.0,868720.0
1721,864691135067961412,292820,23P,720384.0,455232.0,884720.0
1722,864691135137299481,262682,4P,691904.0,699456.0,838200.0
1723,864691136976001308,292714,23P,732736.0,460032.0,861880.0
1724,864691135060882843,264624,4P,696384.0,709952.0,807120.0
1725,864691135258642863,303048,5P-ET,739072.0,795584.0,869720.0
1726,864691135274860817,298895,4P,733120.0,654272.0,847360.0
1727,864691135587771772,299042,4P,736192.0,640064.0,884680.0
1728,864691136619693275,300817,5P-IT,749248.0,710528.0,809160.0
1729,864691136331249642,292727,23P,745088.0,477696.0,844000.0
1730,864691135751149353,258355,23P,677824.0,572672.0,882280.0
1731,864691135593133067,298814,4P,756160.0,659584.0,840680.0
1732,864691135577816862,298916,4P,738432.0,647232.0,872240.0
1733,864691136111556792,262935,4P,700352.0,671104.0,889600.0
1734,864691136421324951,298769,4P,719616.0,647360.0,815880.0
1735,864691135305643175,263078,4P,712896.0,653824.0,905280.0
1736,864691135886300016,262655,4P,683136.0,648768.0,827840.0
1737,864691135336954857,262823,4P,711424.0,652992.0,867120.0
1738,864691135465100189,262820,4P,708288.0,654848.0,846960.0
1739,864691134966710559,298913,4P,739072.0,668352.0,868600.0
1740,864691135060869787,262815,4P,705408.0,652480.0,853680.0
1741,864691135504203357,299084,4P,765120.0,671360.0,902320.0
1742,864691135811658700,267038,5P-ET,699264.0,807360.0,814560.0
1743,864691135102433056,262547,4P,705920.0,654336.0,805800.0
1744,864691135375888840,260628,4P,701312.0,640640.0,856640.0
1745,864691135357351375,299060,4P,744640.0,641856.0,875400.0
1746,864691134966714655,260303,4P,687040.0,638336.0,805760.0
1747,864691136118921124,296419,4P,759360.0,631808.0,807840.0
1748,864691136927801674,298805,4P,746560.0,642560.0,815720.0
1749,864691135165079085,262686,4P,693376.0,660224.0,815600.0
1750,864691136239980604,262810,4P,699264.0,647744.0,848840.0
1751,864691135765013302,260648,4P,717056.0,636928.0,861840.0
1752,864691136177799686,260533,4P,697088.0,636992.0,821600.0
1753,864691135196592938,298669,4P,741056.0,670784.0,805560.0
1754,864691135469845388,301246,5P-IT,772032.0,717312.0,881040.0
1755,864691135258646703,258295,23P,687552.0,528256.0,851920.0
1756,864691135743102827,294583,23P,759168.0,537088.0,849080.0
1757,864691135660029314,337175,5P-ET,820416.0,794624.0,736400.0
1758,864691136381347029,301144,5P-IT,777792.0,710464.0,846960.0
1759,864691136111559352,256304,23P,688128.0,482432.0,812360.0
1760,864691135480916422,296750,4P,740224.0,634880.0,903320.0
1761,864691135886314096,262886,4P,683392.0,654592.0,887280.0
